candidateKey,itemSetId,active,presentationStatus,expansion,acquisition,raidTier,pvpSeason,displayLabel,difficulty,medianItemLevel,ruleKey,reasonCode
itemset:819,819,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:820,820,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:821,821,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:822,822,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:823,823,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:824,824,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:825,825,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:826,826,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:827,827,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:828,828,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:829,829,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:830,830,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:831,831,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:832,832,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:833,833,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:834,834,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:835,835,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:836,836,true,REVIEWED,WRATH,PVE,T8,NONE,T8,RAID,219,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR
itemset:837,837,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:838,838,true,REVIEWED,WRATH,PVE,T8,NONE,T8,HIGH,226,wrath-t8-ulduar,REVIEWED_ITEMSET_RANGE_WRATH_T8_ULDUAR_HIGH_ITEM_LEVEL
itemset:843,843,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:844,844,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:845,845,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:846,846,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:847,847,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:848,848,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:849,849,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:850,850,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:851,851,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:852,852,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:853,853,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:854,854,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:855,855,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:856,856,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:857,857,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:858,858,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:859,859,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:860,860,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:861,861,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:862,862,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:863,863,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:864,864,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:865,865,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:866,866,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:867,867,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:868,868,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:869,869,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:870,870,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:871,871,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:872,872,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:873,873,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:874,874,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:875,875,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:876,876,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:877,877,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:878,878,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:879,879,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:880,880,true,REVIEWED,WRATH,PVE,T9,NONE,T9,RAID,232,wrath-t9-toc,REVIEWED_ITEMSET_RANGE_WRATH_T9_TOC
itemset:881,881,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,232.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:882,882,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,245.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:883,883,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:884,884,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:885,885,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:886,886,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:887,887,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:888,888,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:889,889,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:890,890,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:891,891,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:892,892,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:893,893,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:894,894,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:895,895,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:896,896,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:897,897,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:898,898,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:899,899,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:900,900,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
itemset:901,901,true,REVIEWED,WRATH,PVE,T10,NONE,T10,RAID,251,wrath-t10-icc,REVIEWED_ITEMSET_RANGE_WRATH_T10_ICC
